action,artist_folder,title,old_path,new_path,reason
would_move,MA,"Dance Again - Jennifer Lopez","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dance Again - JLo.kar","/storage/emulated/0/htdocs/midisnd/MA/Dance Again - Jennifer Lopez - MA.kar",
would_move,"RicBNH 06.21.2004",untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dance with my father.mid","/storage/emulated/0/htdocs/midisnd/RicBNH 06.21.2004/untitled - RicBNH 06.21.2004.mid",
would_move,"Don Carroll, kar by Bunty Pritchard Jones","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Danny Williams - Moon River.kar","/storage/emulated/0/htdocs/midisnd/Don Carroll, kar by Bunty Pritchard Jones/Soft Karaoke - Don Carroll, kar by Bunty Pritchard Jones.kar",
skip_no_artist,,Dedma,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dedma_(219225).mid",,"no artist meta"
would_move,"Def Leppard","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Def_Leppard_-_Animal.mid","/storage/emulated/0/htdocs/midisnd/Def Leppard/Soft karaoke - Def Leppard.mid",
would_move,"Dan Bond","Power Chords Pro by Howling Dog Systems","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Devoted to You - The Everly Brothers.kar","/storage/emulated/0/htdocs/midisnd/Dan Bond/Power Chords Pro by Howling Dog Systems - Dan Bond.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Diana Ross - When You Tell Me That You Love Me.kar",,"no artist meta"
would_move,"Bárbara Moares (Turma do Cante!)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dionne_Warwick_-_I_say_a_little_prayer_for_you.kar","/storage/emulated/0/htdocs/midisnd/Bárbara Moares (Turma do Cante!)/Soft karaoke - Bárbara Moares (Turma do Cante!).kar",
would_move,"Mike Boyce April 1996","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Answer Me - Allen Parsons Project.kar","/storage/emulated/0/htdocs/midisnd/Mike Boyce April 1996/Soft karaoke - Mike Boyce April 1996.kar",
would_move,Ginny,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Forget to Remember Me - Beeges.kar","/storage/emulated/0/htdocs/midisnd/Ginny/Soft karaoke - Ginny.kar",
would_move,"Andy Rocafort","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Know What to Say.kar","/storage/emulated/0/htdocs/midisnd/Andy Rocafort/Soft karaoke - Andy Rocafort.kar",
skip_no_artist,,Don'tDreamItsOv,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don_t Dream Its Over New GM@.MID",,"no artist meta"
skip_no_artist,,,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Drive - Train.kar",,"no artist meta"
skip_no_artist,,DROWNING,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/DROWNING_(219130).kar",,"no artist meta"
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dusty_Springfield_-_You_dont_have_to_say_you_love_me.kar",,"no artist meta"
skip_no_artist,,"(melodie sur voix 1)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Edwin Hawkers Singers - O Happy Day.kar",,"no artist meta"
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Ella_Fitzgerald_-_All_of_me.mid",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Elton_John_-_Candle_in_the_wind.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Jens Niehues - kar by Mike M (July 2000)","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Enrique_Iglesias_-_Be_With_You.mid","/storage/emulated/0/htdocs/midisnd/Jens Niehues - kar by Mike M (July 2000)/Soft karaoke - Jens Niehues - kar by Mike M (July 2000).mid",
would_move,"John J Holden","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Ereasure_-_Always.kar","/storage/emulated/0/htdocs/midisnd/John J Holden/Soft karaoke - John J Holden.kar",
would_move,"myself (Eric Carmen)","All By Myself","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Eric_Carmen_-_All_by_myself.kar","/storage/emulated/0/htdocs/midisnd/myself (Eric Carmen)/All By Myself - myself (Eric Carmen).kar",
skip_no_artist,,"ESE LOCO SOY YO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/ESE LOCO SOY YO_(218521).kar",,"no artist meta"
would_move,"Dave Stewart Annie Lennox","HERE COMES THE RAIN AGAIN ;Annie Lennox / David Stewart","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Eurithmycs_-_Here_comes_the_rain.kar","/storage/emulated/0/htdocs/midisnd/Dave Stewart Annie Lennox/HERE COMES THE RAIN AGAIN ;Annie Lennox David Stewart - Dave Stewart Annie Lennox.kar",
skip_no_artist,,,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Europa.MID",,"no artist meta"
would_move,hold,"hold on","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hold On.kar","/storage/emulated/0/htdocs/midisnd/hold/hold on - hold.kar",
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Everything I Do, I Do For You - Bryan Adams.kar",,"no artist meta"
skip_no_artist,,"Fax Me","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Fax Me_(219070).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Fever_-_Madonna.kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Fifteen - Taylor Swift.kar",,"no artist meta"
would_move,Eldeen,"Firework - Katy Perry","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Firework - Katy Perry.kar","/storage/emulated/0/htdocs/midisnd/Eldeen/Firework - Katy Perry - Eldeen.kar",
skip_no_artist,,"Forever More","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/FOREVERMORE - Side A.mid",,"no artist meta"
skip_no_artist,,FOREVERMORE,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/FOREVERMORE_(715073).mid",,"no artist meta"
would_move,Ginny,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Freda_Payne_-_Band_of_gold.kar","/storage/emulated/0/htdocs/midisnd/Ginny/Meta - Ginny.kar",
would_move,"Uwe Trempelmann","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Fun Fun Fun - The Beachboys.kar","/storage/emulated/0/htdocs/midisnd/Uwe Trempelmann/Soft karaoke - Uwe Trempelmann.kar",
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GANYAN TALAGA ANG PAG-IBIG_1.mid",,"no artist meta"
skip_no_artist,,"Gentle Man","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gentle Man_(219229).kar",,"no artist meta"
skip_no_artist,,"Gentlemen (Psy)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gentlemen (Psy).mid",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/George_Michael_-_Careless_whisper.mid",,"no artist meta"
would_move,Edirol,"In Your Eyes","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Geroge_Benson_-_In_your_eyes.kar","/storage/emulated/0/htdocs/midisnd/Edirol/In Your Eyes - Edirol.kar",
skip_no_artist,,"GILIW KO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GILIW KO_(218479).kar",,"no artist meta"
skip_no_artist,,"gimme 3x","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/gimme gimmie gimmie.mid",,"no artist meta"
skip_no_artist,,"Sequenced by Deb Ackley, 03/21/98deback@ix.netcom.comM","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gladys_Knight_and_The_Pips_-_Best_thing_that_ever_happened_to_me.mid",,"no artist meta"
would_move,say,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gloria_Estafan_-_1_2_3_4.kar","/storage/emulated/0/htdocs/midisnd/say/Meta - say.kar",
would_move,"H. de Koning","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gloria_Estefan_-_Cant_Stay_Away_From_You.kar","/storage/emulated/0/htdocs/midisnd/H. de Koning/Soft karaoke - H. de Koning.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gloria_Gaynor_-_Walk_on_by.kar",,"no artist meta"
skip_no_artist,,"Gump by Wierd Al","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gump by Wierd Al_(218674).kar",,"no artist meta"
skip_no_artist,,"HANAP HANAP KA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HANAP HANAP KA_(218379).kar",,"no artist meta"
skip_no_artist,,"Hanggang Ngayon","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hanggang Ngayon_(218776).kar",,"no artist meta"
would_move,beno@imola.jump.org,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/He Ain't Heavy, He's My Brother - Olivia Newton-John.KAR","/storage/emulated/0/htdocs/midisnd/beno@imola.jump.org/Soft karaoke - beno@imola.jump.org.kar",
would_move,the,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Heart_-_All_I_wanna_do_is_make_love_to_you.mid","/storage/emulated/0/htdocs/midisnd/the/Soft karaoke - the.mid",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Heart_-_What_about_love.kar",,"no artist meta"
skip_no_artist,,HERO,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HERO_(219128).mid",,"no artist meta"
skip_no_artist,,"HETO NAMAN AKO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HETO NAMAN AKO_(218287).kar",,"no artist meta"
would_move,"BIG_INC big_inc@mail.dotcom.fr","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Highway to Hell - AC_DC.kar","/storage/emulated/0/htdocs/midisnd/BIG_INC big_inc@mail.dotcom.fr/Soft karaoke - BIG_INC big_inc@mail.dotcom.fr.kar",
skip_no_artist,,"HINDI AKO LARUAN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HINDI AKO LARUAN_(218387).kar",,"no artist meta"
skip_no_artist,,"Hindi Ako Lauran","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hindi Ako Lauran_(218894).kar",,"no artist meta"
skip_no_artist,,"Hindi Mo Ba Alam","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hindi Mo Ba Alam_(218853).kar",,"no artist meta"
skip_no_artist,,"HIWAGA NG PAG-IBIG","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HIWAGA NG PAG-IBIG_(218198).kar",,"no artist meta"
skip_no_artist,,"HOTEL CALIFORNIA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HOTEL_CALIFORNIA_(714722).mid",,"no artist meta"
skip_no_artist,,"HOUSE OF THE RISING SUN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HOUSE_OF_THE_RISING_SUN_(714634).mid",,"no artist meta"
skip_no_artist,,"HOW AM I SUPPOSED TO LIVE WITHOUT YOU;Michael Bolton / Doug James","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/How Am I Supposed to Live Without You - Michael Bolton.kar",,"no artist meta"
would_move,you,"HOW DO I LIVE - LeAnn Rimes","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/How Do I Live - Lee Ann Rhimes.kar","/storage/emulated/0/htdocs/midisnd/you/HOW DO I LIVE - LeAnn Rimes - you.kar",
skip_no_artist,,"HOW CAN I TELL HER","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HOW_CAN_I_TELL_HER_(716041).mid",,"no artist meta"
skip_no_artist,,"Huwag Naman","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Huwag Naman_(218897).kar",,"no artist meta"
would_move,"cry,","I Believe / (Ave Maria) Kar - Bunty Pritchard Jones","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I Believe (Ave Maria) - Bunty Jones.kar","/storage/emulated/0/htdocs/midisnd/cry,/I Believe (Ave Maria) Kar - Bunty Pritchard Jones - cry,.kar",
would_move,Gilas,4,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I Gotta Feeling - Black Eyed Peas.kar","/storage/emulated/0/htdocs/midisnd/Gilas/4 - Gilas.kar",
skip_no_artist,,"I Just Didn't Know What To Do With Myself","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I Just Didn't Know What To Do With Myself_(219018).kar",,"no artist meta"
skip_no_artist,,"I KAW AT AKO SA HABANG BUHAY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I KAW AT AKO SA HABANG BUHAY_(218965).kar",,"no artist meta"
skip_no_artist,,"I Was Born To Love You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I Was Born To Love You_(219022).kar",,"no artist meta"
would_move,prox,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Cutting_Crew_-_I_just_died_in_your_arms_tonight.kar","/storage/emulated/0/htdocs/midisnd/prox/Meta - prox.kar",
skip_no_artist,,Dadalhin,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dadalhin_(219045).mid",,"no artist meta"
skip_no_artist,,Dahilba,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dahilba_(218215).kar",,"no artist meta"
skip_no_artist,,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Debbie_Gibson_-_Lost_in_your_eyes.kar",,"no artist meta"
skip_no_artist,,Dedma,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dedma_(219225).kar",,"no artist meta"
skip_no_artist,,"Di Ko Kaya","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Di Ko Kaya_(218697).kar",,"no artist meta"
skip_no_artist,,DIANA,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/DIANA_(715385).mid",,"no artist meta"
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Diary - Bread.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).kar",
skip_no_artist,,"Diyos Lamang","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Diyos Lamang_(218698).kar",,"no artist meta"
would_move,"Uwe Trempelmann","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Be Cruel - Elvis Presley.kar","/storage/emulated/0/htdocs/midisnd/Uwe Trempelmann/Soft karaoke - Uwe Trempelmann.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Cry for Me Argentina - Julie Covington.kar",,"no artist meta"
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Dream It's Over - Crowded House.kar",,"no artist meta"
would_move,"Raphael Pungin (raphael@cnct.com)","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Don't Turn Around - Ace of Bass.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin (raphael@cnct.com)/Soft Karaoke - Raphael Pungin (raphael@cnct.com).kar",
skip_no_artist,,"DON'T CRY FOR ME ARGENTINA","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/DON'T_CRY_FOR_ME_ARGENTINA_(714687).mid",,"no artist meta"
skip_no_artist,,"DOON LANG","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/DOON_LANG_(715711).mid",,"no artist meta"
skip_no_artist,,Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Dusty_Springfield_-_I_only_want_to_be_with_you.kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Earth_Wind_and_Fire_-_September.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
would_move,"Jim Smith","EASY ;Words and music by Lionel Richie","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Easy - Lionel Richie.kar","/storage/emulated/0/htdocs/midisnd/Jim Smith/EASY ;Words and music by Lionel Richie - Jim Smith.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Eddie Holman - Hey There, Lonely Girl.kar",,"no artist meta"
would_move,beno@imola.jump.org,Softkaraoke,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Elton_John_-_Your_song.mid","/storage/emulated/0/htdocs/midisnd/beno@imola.jump.org/Softkaraoke - beno@imola.jump.org.mid",
would_move,Phil,"Lyrics added by Martin Kloos","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Emimen - Stan.kar","/storage/emulated/0/htdocs/midisnd/Phil/Lyrics added by Martin Kloos - Phil.kar",
would_move,"Emmylou Harris",Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Emmylou_Harris_-_Sweet_dreams.kar","/storage/emulated/0/htdocs/midisnd/Emmylou Harris/Meta - Emmylou Harris.kar",
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Eraserheads-elbembo.mid",,"no artist meta"
would_move,"Eric Clapton",Meta,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Eric_Clapton_-_Promises.mid","/storage/emulated/0/htdocs/midisnd/Eric Clapton/Meta - Eric Clapton.mid",
skip_no_artist,,Bass,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Esperanza_April_boy.mid",,"no artist meta"
skip_no_artist,,"ALL I HAVE TO DO IS DREAM - Everly Brothers","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Everly_Brothers_-_All_I_have_to_do_is_dream.kar",,"no artist meta"
skip_no_artist,,"Eldeen - warezx10.blogspot.com","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Every Teardrop is a Waterfall - Coldplay.kar",,"no artist meta"
skip_no_artist,,Everybody,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Everybody - Backstreet Boys.kar",,"no artist meta"
would_move,Babyface,"Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Exhale (Shoop Shoop) - Babyface.kar","/storage/emulated/0/htdocs/midisnd/Babyface/Soft Karaoke - Babyface.kar",
skip_no_artist,,"FIRST OF MAY","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/FIRST_OF_MAY_(715045).mid",,"no artist meta"
would_move,Woof,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Five For Fighting - Superman.kar","/storage/emulated/0/htdocs/midisnd/Woof/Soft karaoke - Woof.kar",
would_move,"Veikko Hoffmeister","Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Fools_Garden_-_Lemon_tree.kar","/storage/emulated/0/htdocs/midisnd/Veikko Hoffmeister/Soft karaoke - Veikko Hoffmeister.kar",
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Frank Sinatra - Strangers In The Night.kar",,"no artist meta"
would_move,"Jim Smith","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Frank Sinatra - The Way You Look Tonight.kar","/storage/emulated/0/htdocs/midisnd/Jim Smith/Soft Karaoke - Jim Smith.kar",
would_move,way,"My Way","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Frank_Sinatra_-_My_way.kar","/storage/emulated/0/htdocs/midisnd/way/My Way - way.kar",
skip_no_artist,,"GANYAN PALA ANG MAGMAHAL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GANYAN PALA ANG MAGMAHAL_(218626).kar",,"no artist meta"
skip_no_artist,,"ANYONE OF US ;Magnusson/Kreuger/Elofsson","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gareth Gates - Anyone Of Us.kar",,"no artist meta"
would_move,love,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Get Down - Backstreet Boys.kar","/storage/emulated/0/htdocs/midisnd/love/Soft karaoke - love.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Get Lucky - DAFT PUNK.kar",,"no artist meta"
skip_no_artist,,"GINIGINAW AKO","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GINIGINAW AKO_(218402).kar",,"no artist meta"
skip_no_artist,,"Gintong Araw","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Gintong Araw_(218551).kar",,"no artist meta"
would_move,"Glen Medeiros","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Glenn Medeiros - Nothing's Gonna Change My Love For.kar","/storage/emulated/0/htdocs/midisnd/Glen Medeiros/Soft Karaoke - Glen Medeiros.kar",
skip_no_artist,,blezzduo,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/gloc_9-sirena_ft_ebe_dancel.mid",,"no artist meta"
would_move,"Glen Campbell","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Glen_Campbell_-_Rhinestone_Cowboy.kar","/storage/emulated/0/htdocs/midisnd/Glen Campbell/Soft Karaoke - Glen Campbell.kar",
would_move,the,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Green Day - Good Riddance (Time Of Your Life).kar","/storage/emulated/0/htdocs/midisnd/the/Soft karaoke - the.kar",
skip_no_artist,,blezzduo,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GROW OLD WITH YOU.mid",,"no artist meta"
skip_no_artist,,"GUTEN ABEND, GUTE NACHT (WIEGENLIED)","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/GUTEN ABEND- GUTE NACHT (WIEGENLIED)_(218598).kar",,"no artist meta"
skip_no_artist,,HAHABOLHABOL,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HAHABOLHABOL_(218439).kar",,"no artist meta"
skip_no_artist,,HALAGA,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HALAGA_(218677).mid",,"no artist meta"
skip_no_artist,,"Hang On","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hang On_(218775).kar",,"no artist meta"
skip_no_artist,,"HANGGANG NGAYO'Y MAHAL","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HANGGANG_NGAYO'Y_MAHAL_(218208).mid",,"no artist meta"
would_move,Hanson,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hanson - Mmmbop.kar","/storage/emulated/0/htdocs/midisnd/Hanson/Soft karaoke - Hanson.kar",
skip_no_artist,,untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HARANA.kar",,"no artist meta"
would_move,"Roger Mac","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Have I Told You Lately - Rod Stewart.kar","/storage/emulated/0/htdocs/midisnd/Roger Mac/Soft Karaoke - Roger Mac.kar",
would_move,"Michael Jackson","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Heal the World - Michael Jackson.kar","/storage/emulated/0/htdocs/midisnd/Michael Jackson/Soft Karaoke - Michael Jackson.kar",
skip_no_artist,,HERO,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HERO_(219128).kar",,"no artist meta"
skip_no_artist,,"HICKETY, PICKETY,_MY BLACK HEN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HICKETY- PICKETY-_MY BLACK HEN_(218588).kar",,"no artist meta"
skip_no_artist,,"HINDI KITA MALILIMUTAN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/HINDI KITA MALILIMUTAN_(218421).kar",,"no artist meta"
skip_no_artist,,"Hinding Hindi Iibig Sa Iba","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hinding_Hindi_Iibig_Sa_Iba_(218955).mid",,"no artist meta"
skip_no_artist,,Hinumdumi,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hinumdumi_(218802).kar",,"no artist meta"
would_move,"Raphael Pungin","Soft Karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hotel California - Eagles.kar","/storage/emulated/0/htdocs/midisnd/Raphael Pungin/Soft Karaoke - Raphael Pungin.kar",
skip_no_artist,,"How Can I Fall","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/How Can I Fall_(219233).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/How Deep is Your Love - Beegees.kar",,"no artist meta"
skip_no_artist,,"Hulog Ng Langit","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Hulog Ng Langit_(218632).kar",,"no artist meta"
skip_no_artist,,"Humanap Ka Ng Panget","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Humanap Ka Ng Panget_(218854).kar",,"no artist meta"
skip_no_artist,,"Huwag Kang Manghinayang","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Huwag Kang Manghinayang_(218895).kar",,"no artist meta"
skip_no_artist,,"I Do Love You","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I Do Love You_(219152).kar",,"no artist meta"
skip_no_artist,,"I'd Rather","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I'd Rather_(219164).kar",,"no artist meta"
skip_no_artist,,"I'M GLAD","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/I'M GLAD_(219308).kar",,"no artist meta"
skip_no_artist,,"Soft karaoke","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/If - Nelson Castillo.kar",,"no artist meta"
skip_no_artist,,"IKA'Y MAHAL PA RIN","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/IKA'Y MAHAL PA RIN_(218242).kar",,"no artist meta"
skip_no_artist,,"IL ETAIT UN PETIT HOMME, PIROUETTE, CACAHOUETE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/IL ETAIT UN PETIT HOMME- PIROUETTE- CACAHOUETE_(218603).kar",,"no artist meta"
skip_no_artist,,"IL ETAIT UN PETIT NAVIRE","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/IL ETAIT UN PETIT NAVIRE_(218604).kar",,"no artist meta"
skip_no_artist,,"Impossible Dream","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Impossible Dream_(218949).kar",,"no artist meta"
skip_no_artist,,"Finger Bass","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/inaamin_ko_na_AprilBoy.mid",,"no artist meta"
skip_no_artist,,BASS,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/ipaglalabanko_fredieaguilar.mid",,"no artist meta"
would_move,"Stefan Tesar - kar by Mike M",untitled,"/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/Islands in the Stream - Kenny Rogers_Dolly Parton.kar","/storage/emulated/0/htdocs/midisnd/Stefan Tesar - kar by Mike M/untitled - Stefan Tesar - kar by Mike M.kar",
skip_no_artist,,"It's Over Now","/storage/emulated/0/htdocs/midisnd/midi/videokeking 1/It's Over Now_(218950).kar",,"no artist meta"
